Date,Open,High,Low,Close,Adj Close,Volume
2020-07-22,129.630005,130.649994,121.919998,123.019997,123.019997,3275900
2020-07-23,121.309998,125.820000,121.309998,124.199997,124.199997,1593400
2020-07-24,123.879997,124.949997,122.839996,123.480003,123.480003,889500
2020-07-27,123.519997,125.000000,123.519997,123.980003,123.980003,951100
2020-07-28,123.379997,123.599998,121.169998,121.169998,121.169998,1547700
2020-07-29,122.680000,123.180000,121.760002,122.760002,122.760002,1545500
2020-07-30,121.089996,124.320000,120.820000,123.540001,123.540001,940100
2020-07-31,123.540001,125.360001,122.570000,125.349998,125.349998,1189600
2020-08-03,124.709999,124.989998,118.400002,122.410004,122.410004,3208500
2020-08-04,121.800003,123.440002,121.110001,123.370003,123.370003,1838600
2020-08-05,123.949997,125.379997,123.589996,125.220001,125.220001,1240400
2020-08-06,124.370003,125.779999,123.250000,123.720001,123.720001,880800
2020-08-07,123.029999,124.820000,122.860001,123.730003,123.730003,1130400
2020-08-10,123.930000,124.709999,122.620003,124.639999,124.639999,1596900
2020-08-11,123.720001,125.430000,123.540001,123.989998,123.989998,1574000
2020-08-12,124.760002,126.849998,124.559998,124.959999,124.959999,804100
2020-08-13,125.199997,126.190002,124.519997,124.889999,124.889999,760000
2020-08-14,125.510002,125.519997,123.570000,123.949997,123.949997,579400
2020-08-17,124.419998,124.989998,123.430000,123.660004,123.660004,868200
2020-08-18,123.739998,127.629997,123.739998,127.610001,127.610001,1730200
2020-08-19,127.430000,128.869995,126.699997,128.080002,128.080002,790500
2020-08-20,127.669998,129.199997,127.040001,127.839996,127.839996,799700
2020-08-21,127.389999,128.490005,126.989998,128.369995,128.369995,485700
2020-08-24,129.070007,130.270004,128.669998,129.679993,129.679993,835400
2020-08-25,129.470001,129.750000,127.070000,127.839996,127.839996,1207600
2020-08-26,128.990005,129.220001,126.500000,128.949997,128.949997,809200
2020-08-27,128.839996,128.839996,126.919998,127.629997,127.629997,808200
2020-08-28,128.000000,128.350006,126.699997,126.889999,126.889999,576800
2020-08-31,126.029999,127.110001,125.300003,126.260002,126.260002,1374800
2020-09-01,126.160004,127.720001,126.010002,126.639999,126.639999,1080200
2020-09-02,128.100006,130.979996,126.849998,130.580002,130.580002,1025300
2020-09-03,128.720001,129.610001,122.750000,124.010002,124.010002,1994000
2020-09-04,123.430000,124.500000,118.379997,119.980003,119.980003,1318700
2020-09-08,116.790001,119.489998,116.400002,117.440002,117.440002,1249400
2020-09-09,119.059998,120.529999,117.739998,119.790001,119.790001,1097300
2020-09-10,120.389999,121.580002,117.739998,118.099998,118.099998,913900
2020-09-11,118.800003,119.459999,116.889999,118.269997,118.269997,1101100
2020-09-14,119.220001,121.430000,119.029999,121.000000,121.000000,1142800
2020-09-15,121.360001,123.260002,120.809998,122.779999,122.779999,977800
2020-09-16,122.459999,123.190002,120.709999,120.830002,120.830002,939400
2020-09-17,117.430000,120.400002,117.430000,119.980003,119.980003,1221700
2020-09-18,120.309998,121.930000,117.650002,118.000000,118.000000,1665200
2020-09-21,116.989998,117.139999,114.889999,116.879997,116.879997,978300
2020-09-22,116.849998,120.639999,116.510002,120.050003,120.050003,941900
2020-09-23,120.050003,120.639999,117.989998,118.550003,118.550003,705800
2020-09-24,117.500000,119.400002,116.970001,118.180000,118.180000,495300
2020-09-25,118.000000,120.830002,117.620003,120.190002,120.190002,575800
2020-09-28,121.800003,122.290001,120.550003,121.599998,121.599998,820500
2020-09-29,121.879997,122.059998,120.160004,120.730003,120.730003,711600
2020-09-30,120.430000,121.889999,119.639999,120.339996,120.339996,1043000
2020-10-01,121.260002,122.059998,118.110001,118.849998,118.849998,1454100
2020-10-02,116.970001,119.470001,116.970001,118.309998,118.309998,859000
2020-10-05,119.000000,121.669998,118.410004,121.260002,121.260002,764900
2020-10-06,120.949997,122.989998,120.570000,121.040001,121.040001,904000
2020-10-07,121.750000,123.129997,121.750000,122.620003,122.620003,594700
2020-10-08,123.589996,124.820000,123.070000,123.330002,123.330002,690100
2020-10-09,123.529999,125.239998,123.349998,125.180000,125.180000,486600
