Date,Open,High,Low,Close,Adj Close,Volume
2020-07-22,47.020000,47.110001,46.529999,46.900002,45.452499,27218300
2020-07-23,46.980000,47.700001,46.680000,47.410000,45.946754,23750200
2020-07-24,47.490002,47.639999,46.110001,46.400002,44.967930,16983600
2020-07-27,46.660000,47.259998,46.150002,47.189999,45.733547,15576000
2020-07-28,46.980000,47.080002,46.209999,46.279999,44.851631,13975300
2020-07-29,46.400002,46.880001,46.369999,46.709999,45.268356,11618200
2020-07-30,46.130001,46.459999,45.380001,46.439999,45.006691,15385100
2020-07-31,46.389999,47.110001,45.860001,47.099998,45.646317,17701100
2020-08-03,47.139999,47.360001,46.680000,47.160000,45.704472,14141100
2020-08-04,47.009998,47.669998,46.910000,47.669998,46.198730,12839500
2020-08-05,47.669998,47.730000,47.049999,47.330002,45.869225,13075600
2020-08-06,47.230000,47.830002,47.099998,47.770000,46.295643,14190900
2020-08-07,47.330002,47.599998,47.029999,47.430000,45.966141,17054300
2020-08-10,47.160000,48.000000,47.160000,47.730000,46.256874,14999200
2020-08-11,47.900002,48.450001,47.090000,47.189999,45.733547,18859600
2020-08-12,47.279999,48.130001,47.270000,48.099998,46.615459,26823700
2020-08-13,43.790001,43.840000,42.380001,42.720001,41.401505,91849500
2020-08-14,42.490002,42.880001,42.270000,42.500000,41.188293,32539500
2020-08-17,42.549999,42.759998,41.860001,42.090000,40.790951,30511700
2020-08-18,42.130001,42.290001,41.810001,41.980000,40.684345,23344600
2020-08-19,42.099998,42.349998,41.779999,41.869999,40.577740,20097400
2020-08-20,41.869999,42.419998,41.730000,42.310001,41.004162,18443900
2020-08-21,42.049999,42.299999,41.810001,42.250000,40.946011,17389600
2020-08-24,42.070000,42.470001,42.000000,42.180000,40.878174,17742900
2020-08-25,42.230000,42.299999,41.779999,41.959999,40.664963,15417400
2020-08-26,41.650002,42.279999,41.450001,42.250000,40.946011,21625800
2020-08-27,42.400002,42.470001,42.020000,42.290001,40.984776,22456800
2020-08-28,42.139999,42.299999,42.000000,42.200001,40.897556,16573600
2020-08-31,42.099998,42.349998,41.939999,42.220001,40.916939,21298000
2020-09-01,42.000000,42.070000,41.500000,42.029999,40.732800,23325100
2020-09-02,42.040001,42.689999,42.029999,42.419998,41.110764,30045700
2020-09-03,41.750000,41.830002,40.669998,40.950001,39.686134,39288100
