Date,Open,High,Low,Close,Adj Close,Volume
2020-07-22,98.160004,98.989998,97.910004,98.910004,98.095444,4097000
2020-07-23,98.349998,100.180000,97.720001,98.300003,97.490456,4530500
2020-07-24,98.139999,99.360001,97.699997,98.430000,97.619392,5638400
2020-07-27,96.959999,98.400002,96.889999,97.209999,96.409431,4273400
2020-07-28,96.949997,97.470001,96.160004,96.269997,95.477173,3822600
2020-07-29,96.430000,97.550003,96.300003,96.970001,96.171410,6872400
2020-07-30,96.470001,97.230003,95.800003,96.820000,96.022644,4018400
2020-07-31,96.889999,97.650002,96.300003,97.610001,96.806137,5509900
2020-08-03,98.029999,99.290001,97.820000,98.330002,97.520210,5472700
2020-08-04,97.790001,97.949997,96.550003,97.330002,96.528450,7539300
2020-08-05,97.120003,101.250000,97.080002,100.940002,100.108719,7217500
2020-08-06,100.639999,101.180000,100.029999,100.449997,99.622757,4060900
2020-08-07,101.000000,101.910004,99.889999,101.860001,101.021149,5545600
2020-08-10,102.470001,106.830002,102.400002,105.410004,104.541901,12678000
2020-08-11,106.849998,107.330002,104.860001,105.120003,104.254303,5400700
2020-08-12,105.720001,105.889999,103.379997,105.220001,104.353462,4714800
2020-08-13,105.300003,106.989998,105.199997,106.519997,105.642761,4281700
2020-08-14,106.120003,106.779999,105.459999,106.430000,105.553505,2985700
2020-08-17,106.500000,106.500000,105.120003,105.660004,104.789848,3017000
2020-08-18,106.459999,107.000000,105.470001,106.970001,106.089058,5023000
2020-08-19,107.690002,109.690002,107.349998,108.389999,107.497360,9508100
2020-08-20,107.559998,108.739998,107.349998,108.010002,107.120499,4304000
2020-08-21,108.000000,109.769997,107.750000,109.750000,108.846161,5564000
2020-08-24,110.000000,112.000000,109.900002,111.830002,110.909035,8173100
2020-08-25,112.000000,112.279999,111.089996,111.510002,110.591675,4380900
2020-08-26,111.919998,112.089996,111.290001,111.529999,110.611496,4477900
2020-08-27,111.989998,112.790001,110.500000,110.839996,109.927185,4390800
2020-08-28,111.010002,112.669998,110.570000,112.290001,111.611954,3731100
2020-08-31,112.139999,112.519997,111.139999,111.889999,111.214363,3519800
2020-09-01,112.000000,114.900002,111.830002,114.839996,114.146538,4912400
2020-09-02,115.059998,117.410004,114.500000,116.800003,116.094719,6775400
2020-09-03,116.800003,116.900002,112.000000,112.849998,112.168571,7264400
2020-09-04,112.959999,113.750000,110.209999,112.400002,111.721291,5157600
2020-09-08,111.290001,113.839996,110.540001,112.720001,112.039352,5300100
2020-09-09,113.019997,116.209999,112.830002,114.900002,114.206200,5997900
2020-09-10,115.900002,118.230003,114.000000,114.790001,114.096863,5032800
2020-09-11,116.760002,119.250000,116.419998,118.000000,117.287468,8565200
2020-09-14,118.500000,119.930000,118.169998,119.279999,118.559738,4990300
2020-09-15,119.699997,120.480003,119.180000,119.269997,118.549797,5934200
2020-09-16,118.309998,119.690002,118.160004,118.589996,117.873909,7023700
2020-09-17,117.339996,118.550003,115.800003,116.360001,115.657372,7376400
2020-09-18,115.430000,117.910004,114.489998,114.660004,113.967644,12876600
2020-09-21,112.949997,114.059998,111.739998,113.370003,112.685432,8486400
2020-09-22,113.099998,117.199997,112.849998,116.870003,116.164299,13007200
2020-09-23,130.220001,130.380005,125.260002,127.110001,126.342453,37822700
2020-09-24,126.440002,127.540001,123.300003,124.750000,123.996712,13485800
2020-09-25,123.650002,124.750000,122.269997,124.230003,123.479851,9182800
2020-09-28,125.160004,126.190002,123.889999,124.320000,123.569305,7525000
2020-09-29,124.339996,127.099998,123.959999,126.349998,125.587044,7796400
2020-09-30,126.099998,127.279999,125.160004,125.540001,124.781937,8699700
2020-10-01,127.730003,127.730003,125.309998,126.639999,125.875298,5637200
2020-10-02,124.349998,126.800003,123.589996,126.639999,125.875298,7491100
2020-10-05,127.070000,128.500000,126.449997,127.910004,127.137642,8270300
2020-10-06,128.839996,130.440002,127.269997,127.650002,126.879196,5978000
2020-10-07,128.399994,130.410004,128.250000,130.059998,129.274643,4390500
2020-10-08,130.399994,130.929993,129.509995,129.710007,128.926758,3595600
2020-10-09,129.990005,131.190002,129.330002,130.979996,130.189087,4293400
2020-10-12,131.190002,131.339996,129.259995,129.460007,128.678268,5136500
2020-10-13,128.050003,129.869995,127.959999,129.199997,128.419830,4245000
2020-10-14,129.529999,129.600006,127.010002,127.660004,126.889137,3586600
2020-10-15,126.480003,129.100006,126.110001,129.000000,128.221054,4235800
2020-10-16,129.509995,130.190002,127.550003,128.000000,127.227089,6010900
2020-10-19,129.100006,129.779999,127.050003,127.430000,126.660530,5160800
2020-10-20,128.000000,129.899994,127.720001,128.490005,127.714134,3799200
2020-10-21,128.500000,131.380005,128.449997,129.429993,128.648438,4916300
2020-10-22,129.600006,130.259995,128.860001,130.020004,129.234894,2869900
2020-10-23,130.000000,130.600006,128.649994,129.990005,129.205078,4046300
2020-10-26,129.059998,129.619995,126.680000,128.369995,127.594849,5422500
2020-10-27,128.779999,129.490005,127.900002,127.989998,127.217140,2985700
